# Generated by scripts/gen-oui.py from the IEEE MA-L registry. Do not edit.
# prefix,vendor
A0DDE5,Sharp
A0DE0F,Huawei
A0DF15,Huawei
A0E0AF,Cisco
A0E453,Sony
A0E4CB,Zyxel
A0E6F8,TI
A0E70B,Intel
A0E7AE,Arris
A0EC80,ZTE
A0ECF9,Cisco
A0ED6D,Ubee
A0EDCD,Apple
A0F3C1,TP-Link
A0F419,Nokia
A0F450,HTC
A0F479,Huawei
A0F6FD,TI
A0F849,Cisco
A0FBC5,Apple
A0FF0C,Hikvision
A0FF70,Technicolor
A400E2,Huawei
A402B9,Intel
A405D6,Arris
A406E9,TI
A407B6,Samsung
A40801,Amazon
A408EA,Murata
A408F5,Sagemcom
A40CC3,Cisco
A40E75,Aruba
A41194,Lenovo
A411BB,Cisco
A41242,NEC
A41437,Hikvision
A41588,Arris
A416E7,Huawei
A41731,Foxconn
A4178B,Huawei
A41875,Cisco
A41A3A,TP-Link
A41F72,Dell
A42985,Amlogic
A42A95,D-Link
A42B8C,Netgear
A42BB0,TP-Link
A4307A,Samsung
A43135,Apple
A434D9,Intel
A434F1,TI
A438CC,Nintendo
A43B0E,Huawei
A44027,ZTE
A4423B,Intel
A4438C,Arris
A44519,Xiaomi
A446B4,Huawei
A44BD5,Xiaomi
A44C11,Cisco
A44CC8,Dell
A44E31,Intel
A45046,Xiaomi
A4515E,Juniper
A4516F,Microsoft
A4530E,Cisco
A45590,Xiaomi
A45630,Cisco
A456CC,Technicolor
A45C27,Nintendo
A45D36,HP
A45E60,Apple
A46706,Apple
A46BB6,Intel
A46C2A,Cisco
A46CF1,Samsung
A46DA4,Huawei
A470D6,Motorola
A47174,Huawei
A475B9,Samsung
A47733,Google
A47760,Nokia
A477F3,Apple
A47806,Cisco
A47952,Huawei
A47AA4,Arris
A47B1A,Huawei
A47B2C,Nokia
A47B9D,Espressif
A47CC9,Huawei
A47E39,ZTE
A481EE,Nokia
A483E7,Apple
A48431,Samsung
A48873,Cisco
A48CDB,Lenovo
A48D3B,Vizio
A491B1,Technicolor
A492CB,Nokia
A4933F,Huawei
A4934C,Cisco
A49733,Askey
A49813,Arris
A49947,Huawei
A49A58,Samsung
A49B4F,Huawei
A49BCD,Cisco
A49DDD,Samsung
A49E69,Silicon Labs
A4A1C2,Ericsson
A4A24A,Cisco
A4A46B,Huawei
A4AAFE,Huawei
A4AC0F,Huawei
A4AE11,Foxconn
A4AE12,Foxconn
A4B197,Apple
A4B1C1,Intel
A4B1E9,Technicolor
A4B239,Cisco
A4B439,Cisco
A4B61E,Huawei
A4B805,Apple
A4BA76,Huawei
A4BADB,Dell
A4BB6D,Dell
A4BDC4,Huawei
A4BE2B,Huawei
A4BF01,Intel
A4C0E1,Nintendo
A4C337,Apple
A4C361,Apple
A4C3F0,Intel
A4C494,Intel
A4C54E,Huawei
A4C64F,Huawei
A4C69A,Samsung
A4C6F0,Apple
A4C74B,Huawei
A4CAA0,Huawei
A4CF12,Espressif
A4CF99,Apple
A4CFD2,Ubee
A4D18C,Apple
A4D1D2,Apple
A4D578,TI
A4D73C,Epson
A4D931,Apple
A4D990,Samsung
A4DA32,TI
A4DB30,Liteon
A4DCBE,Huawei
A4DD58,Huawei
A4E11A,Juniper
A4E31B,Nokia
A4E57C,Espressif
A4E731,Nokia
A4E975,Apple
A4EA8E,Extreme
A4EBD3,Samsung
A4ED4E,Arris
A4EE57,Epson
A4F1E8,Apple
A4F33B,ZTE
A4F933,Intel
A4FF95,Nokia
A802DB,ZTE
A8032A,Espressif
A80600,Samsung
A80C0D,Cisco
A80C63,Huawei
A81087,TI
A811FC,Arris
A81374,Panasonic
A8154D,TP-Link
A816B2,LG
A816D0,Samsung
A81B6A,TI
A81D16,AzureWave
A81E84,Quanta
A82066,Apple
A82316,Nokia
A823FE,LG
A824B8,Nokia
A826D9,HTC
A82BB9,Samsung
A82BCD,Huawei
A830BC,Samsung
A8346A,Samsung
A83512,Huawei
A83759,Huawei
A83944,Actiontec
A83B5C,Huawei
A842E3,Espressif
A84481,Nokia
A8469D,Cisco
A8474A,Foxconn
A848FA,Espressif
A8494D,Huawei
A84A28,Apple
A84B4D,Samsung
A84E3F,Hitron
A84FB1,Cisco
A85081,Huawei
A8515B,Samsung
A851AB,Apple
A854B2,Wistron Neweb
A8574E,TP-Link
A85AE0,Huawei
A85B78,Apple
A85BB7,Apple
A85BF7,Aruba
A85C2C,Apple
A85E45,ASUSTek
A860B6,Apple
A8610A,Arduino
A8637D,D-Link
A863F2,TI
A864F1,Intel
A8667F,Apple
A8698C,VirtualBox
A86ABB,Sagemcom
A86BAD,Foxconn
A86DAA,Intel
A86E4E,Huawei
A8705D,Arris
A87484,ZTE
A87650,Samsung
A8798D,Samsung
A87B39,Nokia
A87C01,Samsung
A87CF8,Apple
A87D12,Huawei
A87E33,Nokia
A87EEA,Intel
A8817E,Apple
A88195,Samsung
A88200,Hisense
A886DD,Apple
A887B3,Samsung
A88808,Apple
A88940,Huawei
A88C3E,Microsoft
A88E24,Apple
A88FD9,Apple
A8913D,Apple
A8922C,LG
A89675,Motorola
A8968A,Apple
A897CD,Arris
A89969,Dell
A89A93,Sagemcom
A89AD7,Nokia
A89CED,Xiaomi
A89D21,Cisco
A89FBA,Samsung
A89FEC,Arris
A8A159,ASRock
A8A668,ZTE
A8A795,Foxconn
A8AA7C,Huawei
A8ABB5,Apple
A8B088,eero
A8B13B,HP
A8B1D4,Cisco
A8B2DA,Fujitsu
A8B456,Cisco
A8B57C,Roku
A8B86E,LG
A8BB50,WiZ
A8BBCF,Apple
A8BD27,HP
A8BE27,Apple
A8C092,Huawei
A8C252,Huawei
A8C266,Humax
A8C83A,Huawei
A8CA7B,Huawei
A8CAB9,Samsung
A8D081,Huawei
A8D0E5,Juniper
A8D4E0,Huawei
A8DB03,Samsung
A8E018,Nokia
A8E2C1,TI
A8E3EE,Sony
A8E544,Huawei
A8E621,Amazon
A8E77D,TI
A8E978,Huawei
A8F1B2,Allwinner
A8F266,Huawei
A8F274,Samsung
A8F5AC,Huawei
A8F5DD,Arris
A8FAD8,Apple
A8FE9D,Apple
A8FFBA,Huawei
AC007A,Apple
AC00D0,ZTE
AC075F,Huawei
AC0BFB,Espressif
AC0D1B,LG
AC1203,Intel
AC139C,Adtran
AC15A2,TP-Link
AC15F4,Apple
AC162D,HP
AC17C8,Cisco
AC1826,Epson
AC198E,Intel
AC1D06,Apple
AC1E92,Samsung
AC1E9E,Xiaomi
AC1F0F,TI
AC1F6B,Supermicro
AC1F74,Apple
AC202E,Hitron
AC2205,Compal
AC220B,ASUSTek
AC293A,Apple
AC2AA1,Cisco
AC2B6E,Intel
AC3184,Huawei
AC3328,Huawei
AC3613,Samsung
AC3743,HTC
AC3870,Lenovo
AC3A67,Cisco
AC3A7A,Roku
AC3B77,Sagemcom
AC3C0B,Apple
AC3EB1,Google
AC471B,Huawei
AC49DB,Apple
AC4A56,Cisco
AC4A67,Cisco
AC4AFE,Hisense
AC4BC8,Juniper
AC4CA5,Technicolor
AC4D16,TI
AC4E91,Huawei
AC51AB,Huawei
AC5A14,Samsung
AC5AF0,LG
AC5AFC,Intel
AC5E14,Huawei
AC5F3E,Samsung
AC5FEA,OnePlus
AC606F,Nokia
AC6089,Huawei
AC60B6,Ericsson
AC6175,Huawei
AC61EA,Apple
AC63BE,Amazon
AC6462,ZTE
AC6490,Huawei
AC6706,Ruckus
AC675D,Intel
AC6784,Google
AC67B2,Espressif
AC6C90,Samsung
AC712E,Fortinet
AC7289,Intel
AC74B1,Intel
AC751D,Huawei
AC7713,Honeywell
AC78D1,Juniper
AC7A56,Cisco
AC7BA1,Intel
AC7E01,Huawei
AC7E8A,Cisco
AC7F3E,Apple
AC81F3,Nokia
AC8247,Intel
AC84C6,TP-Link
AC84C9,Sagemcom
AC853D,Huawei
AC87A3,Apple
AC88FD,Apple
AC8995,AzureWave
AC8BA9,Ubiquiti
AC8D34,Huawei
AC8FA9,Nokia
AC8FF8,Nokia
AC9085,Apple
AC9232,Huawei
AC932F,Nokia
AC936A,Huawei
AC9929,Huawei
AC9A22,NXP
AC9B0A,Sony
AC9E17,ASUSTek
ACA016,Cisco
ACA31E,Aruba
ACA88E,Sharp
ACAD4B,ZTE
ACAE19,Roku
ACAFB9,Samsung
ACB313,Arris
ACB3B5,Huawei
ACB57D,Liteon
ACB92F,Hikvision
ACBC32,Apple
ACBCB5,Apple
ACBCD9,Cisco
ACBD70,Huawei
ACBF71,Bose
ACC1EE,Xiaomi
ACC33A,Samsung
ACC906,Apple
ACCB51,Hikvision
ACCC8E,Axis
ACCCFC,Amazon
ACCF5C,Apple
ACCF85,Huawei
ACD074,Espressif
ACD1B8,Foxconn
ACD31D,Cisco
ACD618,OnePlus
ACDB48,Arris
ACDCCA,Huawei
ACE010,Liteon
ACE215,Huawei
ACE2D3,HP
ACE342,Huawei
ACE4B5,Apple
ACE87B,Huawei
ACEC80,Arris
ACEC85,eero
ACED5C,Intel
ACEE9E,Samsung
ACF108,LG
ACF1DF,D-Link
ACF2C5,Cisco
ACF5E6,Cisco
ACF6F7,LG
ACF7F3,Xiaomi
ACF8CC,Arris
ACF970,Huawei
ACFDCE,Intel
ACFDEC,Apple
B00073,Wistron Neweb
B000B4,Cisco
B00594,Liteon
B00875,Huawei
B00AD5,ZTE
B00CD1,HP
B01041,Foxconn
B010A0,TI
B01656,Huawei
B019C6,Apple
B01F8C,Aruba
B0227A,HP
B02491,Huawei
B02628,Broadcom
B02680,Cisco
B027CF,Extreme
B02A43,Google
B033A6,Juniper
B03495,Apple
B0358D,Nokia
B0359F,Intel
B035B5,Apple
B03795,LG
B03956,Netgear
B03ACE,Huawei
B03CDC,Intel
B03F64,Apple
B04502,Huawei
B047BF,Samsung
B0481A,Apple
B0487A,TP-Link
B04A39,Roborock
B04A6A,Samsung
B04E26,TP-Link
B04F13,Dell
B05216,Foxconn
B05508,Huawei
B05ADA,HP
B05B67,Huawei
B05CDA,HP
B05CE5,Nokia
B05DD4,Arris
B06088,Intel
B061C7,Ericsson
B065BD,Apple
B067B5,Apple
B06A41,Google
B06EBF,ASUSTek
B06FE0,Samsung
B0700D,Nokia
B0702D,Apple
B072BF,Murata
B0735D,Huawei
B0739C,Amazon
B0754D,Nokia
B075D5,ZTE
B0761B,Huawei
B077AC,Arris
B07994,Motorola
B07B25,Dell
B07D47,Cisco
B07D64,Intel
B07E11,TI
B07FB9,Netgear
B083D6,Arris
B083FE,Dell
B08900,Huawei
B08991,LG
B08B92,ZTE
B08BCF,Cisco
B08BD0,Cisco
B08C75,Apple
B0907E,Cisco
B09122,TI
B0935B,Arris
B09575,TP-Link
B0958E,TP-Link
B0982B,Sagemcom
B098BC,Huawei
B09928,Fujitsu
B099D7,Samsung
B09FBA,Apple
B0A460,Intel
B0A4F0,Huawei
B0A651,Cisco
B0A737,Roku
B0A7B9,TP-Link
B0A86E,Juniper
B0AA77,Cisco
B0ACD2,ZTE
B0ACFA,Fujitsu
B0B113,TI
B0B194,ZTE
B0B28F,Sagemcom
B0B2DC,Zyxel
B0B3AD,Humax
B0B448,TI
B0B867,HP
B0B98A,Netgear
B0BBE5,Sagemcom
B0BE76,TP-Link
B0BE83,Apple
B0C19E,ZTE
B0C287,Technicolor
B0C4E7,Samsung
B0C53C,Cisco
B0C554,D-Link
B0C559,Samsung
B0C69A,Juniper
B0C745,Buffalo
B0C787,Huawei
B0CA68,Apple
B0CCFE,Huawei
B0D09C,Samsung
B0D278,TI
B0D5CC,TI
B0D888,Panasonic
B0DAF9,Arris
B0DCEF,Intel
B0DE28,Apple
B0DF3A,Samsung
B0DFC1,Tenda
B0E17E,Huawei
B0E235,Xiaomi
B0E45C,Samsung
B0E4D5,Google
B0E5ED,Huawei
B0E5EF,Apple
B0E5F9,Apple
B0E892,Epson
B0EABC,Askey
B0EB57,Huawei
B0EC71,Samsung
B0ECDD,Huawei
B0EE45,AzureWave
B0EE7B,Roku
B0F1D8,Apple
B0F208,AVM
B0F530,Hitron
B0F7C4,Amazon
B0FAEB,Cisco
B0FC0D,Amazon
B0FEE5,Huawei
B40216,Cisco
B40421,ZTE
B407F9,Samsung
B40931,Huawei
B40C25,Palo Alto
B40EDE,Intel
B40F3B,Tenda
B4107B,TI
B41489,Cisco
B414E6,Huawei
B41513,Huawei
B418D1,Apple
B41974,Apple
B41A1D,Samsung
B41BB0,Apple
B41C30,ZTE
B42046,eero
B42200,Brother
B42A0E,Technicolor
B42D56,Extreme
B42E99,Gigabyte
B43052,Huawei
B43522,Silicon Labs
B437D8,D-Link
B43A28,Samsung
B43A31,Silicon Labs
B43AE2,Huawei
B440A4,Apple
B44326,Huawei
B44506,Dell
B44BD2,Apple
B45253,Seagate
B4527D,Sony
B4527E,Sony
B452A9,TI
B456E3,Apple
B45D50,Aruba
B45F84,ZTE
B46142,Huawei
B46293,Samsung
B46921,Intel
B46BFC,Intel
B46C47,Panasonic
B46D83,Intel
B46E08,Huawei
B47064,Samsung
B47443,Samsung
B4749F,Askey
B4750E,Belkin
B479A7,Samsung
B479C8,Ruckus
B47AF1,HP
B47C9C,Amazon
B482FE,Askey
B48351,Intel
B485E1,Apple
B48655,Huawei
B48901,Huawei
B48A0A,Espressif
B48A5F,Juniper
B48B19,Apple
B48C9D,AzureWave
B49691,Intel
B49842,ZTE
B4994C,TI
B499BA,HP
B49CDF,Apple
B49D02,Samsung
B4A382,Hikvision
B4A4E3,Cisco
B4A5EF,Sercomm
B4A898,Huawei
B4A8B9,Cisco
B4A9FC,Quanta
B4AE2B,Microsoft
B4B024,TP-Link
B4B055,Huawei
B4B291,LG
B4B362,ZTE
B4B52F,HP
B4B676,Intel
B4B686,HP
B4B742,Amazon
B4BC7C,TI
B4BFF6,Samsung
B4C26A,Garmin
B4C2F7,Huawei
B4C4FC,Xiaomi
B4C799,Extreme
B4C9B9,Amlogic
B4CD27,Huawei
B4CE40,Samsung
B4CEF6,HTC
B4D5BD,Intel
B4DE31,Cisco
B4DEDF,ZTE
B4E10F,Dell
B4E1C4,Microsoft
B4E3F9,Silicon Labs
B4E454,Amazon
B4E62A,LG
B4E62D,Espressif
B4E9B0,Cisco
B4EEB4,Askey
B4EED4,TI
B4EF39,Samsung
B4F0AB,Apple
B4F18C,Huawei
B4F1DA,LG
B4F267,Compal
B4F2E8,Arris
B4F58E,Huawei
B4F61C,Apple
B4F7A1,LG
B4FA48,Apple
B4FBE4,Ubiquiti
B4FBF9,Huawei
B4FF98,Huawei
B80305,Intel
B805AB,ZTE
B80756,Cisco
B808CF,Intel
B808D7,Huawei
B8098A,Apple
B8114B,Cisco
B8144D,Apple
B8145C,Huawei
B81619,Arris
B8165F,LG
B817C2,Apple
B81904,Nokia
B81DAA,LG
B8208E,Panasonic
B8211C,Apple
B827C5,Huawei
B827EB,Raspberry Pi
B82A72,Dell
B82AA9,Apple
B82B68,Huawei
B82CA0,Resideo
B831B5,Microsoft
B8374A,Apple
B83861,Cisco
B83A08,Tenda
B83A5A,Aruba
B83BCC,Xiaomi
B83E59,Roku
B83FD2,Mellanox
B841A4,Apple
B844D9,Apple
B8496D,Apple
B84DEE,Hisense
B84FD5,Microsoft
B85001,Extreme
B853AC,Apple
B85600,Huawei
B857D8,Samsung
B8599F,Mellanox
B85A73,Samsung
B85D0A,Apple
B85DC3,Huawei
B85E71,Technicolor
B85E7B,Samsung
B85F98,Amazon
B85FB0,Huawei
B8621F,Cisco
B8634D,Apple
B86685,Sagemcom
B86B23,Toshiba
B86CE8,Samsung
B870F4,Compal
B8763F,Foxconn
B87826,Nintendo
B8782E,Apple
B87BC5,Apple
B87C6F,NXP
B87CD0,Huawei
B87CF2,Extreme
B8804F,TI
B88198,Intel
B881FA,Apple
B88303,HP
B8857B,Huawei
B88584,Dell
B88687,Liteon
B888E3,Compal
B88A60,Intel
B88AEC,Nintendo
B88D12,Apple
B88E82,Huawei
B89047,Apple
B89436,Huawei
B89470,Calix
B894E7,Xiaomi
B898AD,Motorola
B89A2A,Intel
B89F09,Wistron Neweb
B89FCC,Huawei
B8A175,Roku
B8A377,Cisco
B8A386,D-Link
B8A44F,Axis
B8AC6F,Dell
B8AE6E,Nintendo
B8AF67,HP
B8B2F8,Apple
B8B409,Samsung
B8B7F1,Wistron Neweb
B8B81E,Intel
B8BBAF,Samsung
B8BC1B,Huawei
B8BC5B,Samsung
B8BEBF,Cisco
B8BF83,Intel
B8C111,Apple
B8C253,Juniper
B8C385,Huawei
B8C68E,Samsung
B8C75D,Apple
B8CA3A,Dell
B8CB29,Dell
B8CEF6,Mellanox
B8D4BC,ZTE
B8D4E7,Aruba
B8D526,Zyxel
B8D61A,Espressif
B8D6F6,Huawei
B8D7AF,Murata
B8D94D,Sagemcom
B8D9CE,Samsung
B8DAE8,Huawei
B8DD71,ZTE
B8E3B1,Huawei
B8E60C,Apple
B8E856,Apple
B8E937,Sonos
B8ECA3,Zyxel
B8EE0E,Sagemcom
B8EE65,Liteon
B8F009,Espressif
B8F0B9,ZTE
B8F12A,Apple
B8F6B1,Apple
B8F883,TP-Link
B8F934,Sony
B8FF61,Apple
B8FFFE,TI
BC026E,Silicon Labs
BC0358,Intel
BC0543,AVM
BC091B,Intel
BC0963,Apple
BC0DA5,TI
BC0F64,Intel
BC0F9A,D-Link
BC107B,Samsung
BC1401,Hitron
BC1485,Samsung
BC1541,Nokia
BC1665,Cisco
BC1695,ZTE
BC16F5,Cisco
BC17B8,Intel
BC1AE4,Huawei
BC1D89,Motorola
BC1E85,Huawei
BC20A4,Samsung
BC2228,D-Link
BC25E0,Huawei
BC26C7,Cisco
BC2CE6,Cisco
BC2E48,Arris
BC2EF6,Huawei
BC305B,Dell
BC307D,Wistron Neweb
BC307E,Wistron Neweb
BC3329,Sony
BC33AC,Silicon Labs
BC3BAF,Apple
BC3D85,Huawei
BC3E07,Hitron
BC3F8F,Huawei
BC4486,Samsung
BC455B,Samsung
BC4699,TP-Link
BC4760,Samsung
BC4A56,Cisco
BC4CA0,Huawei
BC4CC4,Apple
BC4DFB,Hitron
BC5274,Samsung
BC52B4,Nokia
BC52B7,Apple
BC542F,Intel
BC5436,Apple
BC5451,Samsung
BC5A56,Cisco
BC5BD5,Arris
BC5E33,Hikvision
BC5FF4,ASRock
BC60A7,Sony
BC6193,Xiaomi
BC620E,Huawei
BC644B,Arris
BC671C,Cisco
BC6778,Apple
BC69CB,Panasonic
BC6A29,TI
BC6AD1,Xiaomi
BC6B4D,Nokia
BC6C21,Apple
BC6E64,Sony
BC6EE2,Intel
BC72B1,Samsung
BC7574,Huawei
BC765E,Samsung
BC7670,Huawei
BC76C5,Huawei
BC7737,Intel
BC79AD,Samsung
BC7ABF,Samsung
BC7B72,Huawei
BC7E8B,Samsung
BC7F7B,Huawei
BC7FA4,Xiaomi
BC8385,Microsoft
BC851F,Samsung
BC8556,Foxconn
BC89A7,Apple
BC8CCD,Samsung
BC8D0E,Nokia
BC926B,Apple
BC9789,Huawei
BC97E1,Broadcom
BC98DF,Motorola
BC9911,Zyxel
BC9930,Huawei
BC9A53,Huawei
BC9B5E,Hikvision
BC9B68,Technicolor
BC9C31,Huawei
BC9EBB,Nintendo
BC9FE4,Aruba
BC9FEF,Apple
BCA511,Netgear
BCA58B,Samsung
BCA5A9,Apple
BCA8A6,Intel
BCA920,Apple
BCAD28,Hikvision
BCAEC5,ASUSTek
BCB0E7,Huawei
BCB181,Sharp
BCB1F3,Samsung
BCB863,Apple
BCBAC2,Hikvision
BCC342,Panasonic
BCC493,Cisco
BCC6DB,Nokia
BCC746,Foxconn
BCC810,Cisco
BCCAB5,Arris
BCCE25,Nintendo
BCCF4F,Zyxel
BCCFCC,HTC
BCD074,Apple
BCD11F,Samsung
BCD165,Cisco
BCD177,TP-Link
BCD206,Huawei
BCD295,Cisco
BCD7A5,Aruba
BCD7D4,Roku
BCDB09,Cisco
BCDDC2,Espressif
BCDF58,Google
BCE143,Apple
BCE265,Huawei
BCE63F,Samsung
BCE712,Cisco
BCE92F,HP
BCEAFA,HP
BCEC5D,Apple
BCECA0,Compal
BCEE7B,ASUSTek
BCF171,Intel
BCF1F2,Cisco
BCF310,Extreme
BCF45F,ZTE
BCF5AC,LG
BCF685,D-Link
BCF88B,ZTE
BCFAEB,Cisco
BCFED9,Apple
BCFF4D,Espressif
BCFFEB,Motorola
C00380,Juniper
C005C2,Arris
C0060C,Huawei
C006C3,TP-Link
C01173,Samsung
C0143D,Foxconn
C014B8,Nokia
C014FE,Cisco
C0174D,Samsung
C01803,HP
C01850,Quanta
C01885,Foxconn
C01ADA,Apple
C0238D,Samsung
C02506,AVM
C0255C,Cisco
C025A2,NEC
C025A5,Dell
C025E9,TP-Link
C02C5C,Apple
C0335E,Microsoft
C03653,eero
C03896,Foxconn
C038F9,Nokia
C03C04,Sagemcom
C03C59,Intel
C03D03,Samsung
C03E50,Huawei
C03EBA,Dell
C03F0E,Netgear
C03FDD,Huawei
C04121,Nokia
C041F6,LG
C042D0,Juniper
C04442,Apple
C048E6,Samsung
C049EF,Espressif
C04A00,TP-Link
C04E30,Espressif
C04E8A,Huawei
C0515C,ZTE
C0517E,Hikvision
C05627,Belkin
C056E3,Hikvision
C06118,TP-Link
C0626B,Cisco
C06394,Apple
C064C6,Nokia
C064E4,Cisco
C06599,Samsung
C067AF,Cisco
C06B55,Motorola
C06DED,Hikvision
C07009,Huawei
C074AD,Grandstream
C07831,Huawei
C07982,TCL
C07BBC,Cisco
C07CD1,Pegatron
C083C9,Huawei
C0847A,Apple
C084E0,Huawei
C087EB,Samsung
C08997,Samsung
C089AB,Arris
C08ADE,Ruckus
C08B05,Huawei
C08C60,Cisco
C08C71,Motorola
C08D51,Amazon
C091B9,Amazon
C09296,ZTE
C09435,Arris
C094AD,ZTE
C0956D,Apple
C095DA,NXP
C09727,Samsung
C09879,Acer
C09AD0,Apple
C09F42,Apple
C09FE1,ZTE
C0A00D,Arris
C0A0BB,D-Link
C0A53E,Apple
C0A5E8,Intel
C0A600,Apple
C0A938,Huawei
C0AC54,Sagemcom
C0B101,ZTE
C0B47D,Huawei
C0B5CD,Huawei
C0B658,Apple
C0B6F9,Intel
C0B883,Intel
C0BC9A,Huawei
C0BDC8,Samsung
C0BDD1,Samsung
C0BFA7,Juniper
C0BFAC,Huawei
C0BFC0,Huawei
C0C1C0,Linksys
C0C520,Ruckus
C0C522,Arris
C0C687,Cisco
C0C9E3,TP-Link
C0CB38,Foxconn
C0CCF8,Apple
C0CECD,Apple
C0D012,Apple
C0D026,Huawei
C0D044,Sagemcom
C0D193,Huawei
C0D2DD,Samsung
C0D3C0,Samsung
C0D46B,Huawei
C0D962,Askey
C0DCD7,Huawei
C0DCDA,Samsung
C0E018,Huawei
C0E1BE,Huawei
C0E3FB,Huawei
C0E422,TI
C0E42D,TP-Link
C0E434,AzureWave
C0E7BF,Amlogic
C0E862,Apple
C0EAE4,SonicWall
C0EEFB,OnePlus
C0F2FB,Apple
C0F4E6,Huawei
C0F6C2,Huawei
C0F6EC,Huawei
C0F87F,Cisco
C0F8DA,Foxconn
C0F945,Toshiba
C0F9B0,Huawei
C0FD84,ZTE
C0FFA8,Huawei
C0FFD4,Netgear
C4017C,Ruckus
C403A8,Intel
C40415,Netgear
C40528,Huawei
C40683,Huawei
C4072F,Huawei
C4084A,Nokia
C409B7,Juniper
C40ACB,Cisco
C40B31,Apple
C40BCB,Xiaomi
C40D96,Huawei
C4108A,Ruckus
C41234,Apple
C412EC,Huawei
C412F5,D-Link
C413E2,Extreme
C41411,Apple
C4143C,Cisco
C41688,Huawei
C416C8,Huawei
C4170E,Huawei
C417FE,Foxconn
C418E9,Samsung
C41C07,Samsung
C41CFF,Vizio
C421C8,Kyocera
C42360,Intel
C42456,Palo Alto
C42728,ZTE
C4278C,Huawei
C42795,Technicolor
C42996,Philips
C42AD0,Apple
C42B44,Huawei
C42C03,Apple
C42F90,Hikvision
C4345B,Huawei
C4346B,HP
C435D9,Apple
C4366C,LG
C436C0,Buffalo
C43875,Sonos
C43ABE,Sony
C43CEA,Buffalo
C43D1A,Intel
C43DC7,Netgear
C4411E,Belkin
C44202,Samsung
C4438F,LG
C4447D,Huawei
C444A0,Cisco
C44619,Foxconn
C4473F,Huawei
C44D84,Cisco
C44F33,Espressif
C45006,Samsung
C45444,Quanta
C4576E,Samsung
C45A86,Huawei
C45AB1,Dell
C45BBE,Espressif
C45D83,Samsung
C45E5C,Huawei
C4618B,Apple
C461C7,Microsoft
C462EA,Samsung
C46413,Cisco
C464E3,TI
C46516,HP
C467D1,Huawei
C469F0,Huawei
C46AB7,Xiaomi
C46E1F,TP-Link
C47154,TP-Link
C471FE,Cisco
C47295,Cisco
C4731E,Samsung
C4741E,ZTE
C475AB,Intel
C475EA,Huawei
C478A2,Huawei
C47D46,Fujitsu
C47D4F,Cisco
C47D9F,Samsung
C47DCC,Zebra
C48025,Huawei
C4836F,Ciena
C48466,Apple
C48508,Intel
C486E9,Huawei
C488E5,Samsung
C48BA3,Cisco
C48E8F,Foxconn
C4910C,Apple
C493D9,Samsung
C49500,Amazon
C49880,Apple
C49A02,LG
C49DED,Microsoft
C49F4C,Huawei
C4A366,ZTE
C4A402,Huawei
C4A81D,D-Link
C4AC59,Murata
C4ACAA,Apple
C4AE12,Samsung
C4B239,Cisco
C4B301,Apple
C4B36A,Cisco
C4B8B4,Huawei
C4B9CD,Cisco
C4BDE5,Intel
C4BE84,TI
C4C36B,Apple
C4C603,Cisco
C4D0E3,Intel
C4D36A,TI
C4D438,Huawei
C4D738,Huawei
C4D987,Intel
C4DD57,Espressif
C4DE7B,Huawei
C4DEE2,Espressif
C4E287,Huawei
C4E90A,D-Link
C4E984,TP-Link
C4EA1D,Technicolor
C4EB39,Sagemcom
C4EB41,Sagemcom
C4EB42,Sagemcom
C4EB43,Sagemcom
C4EDBA,TI
C4EFDA,Honeywell
C4F081,Huawei
C4F174,eero
C4F312,TI
C4F7D5,Cisco
C4FBAA,Huawei
C4FF1F,Huawei
C4FF22,Huawei
C80084,Cisco
C80210,LG
C803F5,Ruckus
C80873,Ruckus
C808E9,LG
C809A8,Intel
C80AA9,Quanta
C80CC8,Huawei
C80E14,AVM
C8120B,Samsung
C81451,Huawei
C81479,Samsung
C819F7,Samsung
C81CFE,Zebra
C81EE7,Apple
C81F66,Dell
C81FBE,Huawei
C82158,Intel
C82A14,Apple
C82ADD,Google
C82B96,Espressif
C8334B,Apple
C833E5,Huawei
C8348E,Intel
C835B8,Ericsson
C83870,Samsung
C839AC,Huawei
C83A1B,Toshiba
C83A35,Tenda
C83A6B,Roku
C83C85,Apple
C83D97,Nokia
C83DDC,Xiaomi
C83E99,TI
C83E9E,Huawei
C83F26,Microsoft
C83FB4,Arris
C8418A,Samsung
C84BD6,Dell
C84C75,Cisco
C84F86,Sophos
C850CE,Huawei
C85142,Samsung
C85195,Huawei
C85261,Arris
C8544B,Zyxel
C85895,Motorola
C858C0,Intel
C85A9F,ZTE
C85ACF,HP
C85D38,Humax
C85EA9,Intel
C86000,ASUSTek
C863F1,Sony
C863FC,Arris
C864C7,ZTE
C8665D,Extreme
C8675E,Extreme
C868DE,Huawei
C869CD,Apple
C86C3D,Amazon
C86C87,Zyxel
C86F1D,Apple
C8727E,Nokia
C87B23,Bose
C87B5B,ZTE
C87E75,Samsung
C87EA1,TCL
C87F54,ASUSTek
C8848C,Ruckus
C884A1,Cisco
C884CF,Huawei
C88550,Apple
C889F3,Apple
C88D83,Huawei
C88F26,Skyworth
C8908A,Samsung
C891F9,Sagemcom
C894BB,Huawei
C89665,Microsoft
C8979F,Nokia
C89C1D,Cisco
C89D18,Huawei
C89E43,Netgear
C89F1A,Huawei
C8A030,TI
C8A70A,Verizon
C8A776,Huawei
